seq_id,print_id,tile_id,P1,δP1,P2,δP2,P3,δP3,P4,δP4,P5,δP5
741,SI266220200309225433,5,"(427,442)",17224,"(426,442)",16940,"(407,441)",15643,"(408,445)",15585,"(405,441)",15052
742,SI266220200309225433,6,"(1,165)",10855,"(1,164)",10706,"(1,166)",10436,"(1,163)",10152,"(1,167)",9724
743,SI266220200309225433,7,"(1,183)",15507,"(1,182)",15093,"(2,91)",15066,"(394,92)",14755,"(393,92)",14681
744,SI266220200309225433,8,"(323,349)",12053,"(322,348)",11745,"(323,348)",11381,"(333,346)",11276,"(333,345)",11238
745,SI266220200309225433,9,"(107,498)",9522,"(108,498)",9454,"(107,461)",9320,"(253,498)",9030,"(128,456)",9020
746,SI266220200309225433,10,"(106,1)",11425,"(107,1)",11295,"(105,1)",11245,"(155,18)",11221,"(154,18)",11201
747,SI266220200309225433,11,,,,,,,,,,
748,SI266220200309225433,12,"(1,355)",9429,"(1,354)",9013,"(1,356)",8183,"(1,353)",7829,"(0,355)",7270
749,SI266220200309225433,13,"(50,442)",20531,"(49,442)",19758,"(50,443)",18380,"(49,443)",17449,"(50,441)",15527
750,SI266220200309225433,14,"(1,1)",8598,"(1,2)",7340,"(2,1)",7192,"(0,1)",6418,"(1,0)",6277
751,SI266220200309225433,15,,,,,,,,,,
752,SI266220200309225433,0,,,,,,,,,,
753,SI266220200309225433,1,,,,,,,,,,
754,SI266220200309225433,2,"(385,378)",6030,,,,,,,,
755,SI266220200309225433,3,"(498,93)",16540,"(498,94)",16089,"(498,184)",15271,"(498,183)",15226,"(498,92)",15024
756,SI266220200309225433,4,"(352,382)",8600,"(352,383)",8510,"(351,382)",8490,"(352,381)",8403,"(351,381)",8371
757,SI266220200309225433,5,"(352,319)",6034,,,,,,,,
758,SI266220200309225433,6,"(440,378)",9117,"(439,378)",9010,"(439,377)",9005,"(440,377)",8840,"(440,379)",8325
759,SI266220200309225433,7,"(1,183)",15225,"(1,94)",14875,"(1,93)",14837,"(1,184)",14816,"(1,95)",14138
760,SI266220200309225433,8,"(498,355)",9249,"(498,356)",8822,"(498,354)",8182,"(497,355)",7480,"(497,356)",7453
761,SI266220200309225433,9,"(251,498)",15243,"(252,498)",14854,"(250,498)",13495,"(253,498)",13205,"(251,497)",12288
762,SI266220200309225433,10,"(251,1)",15773,"(252,1)",14760,"(250,1)",14240,"(251,2)",13584,"(104,1)",13355
763,SI266220200309225433,11,,,,,,,,,,
764,SI266220200309225433,12,"(1,355)",8404,"(1,354)",8008,"(151,387)",7883,"(1,356)",7745,"(151,386)",7698
765,SI266220200309225433,13,"(1,498)",7746,"(2,498)",6668,"(151,498)",6522,"(150,498)",6368,"(1,463)",6312
766,SI266220200309225433,14,"(1,1)",9395,"(1,2)",8252,"(2,1)",7990,"(0,1)",6961,"(1,3)",6770
767,SI266220200309225433,15,,,,,,,,,,
768,SI266220200309225433,0,,,,,,,,,,
769,SI266220200309225433,1,,,,,,,,,,
770,SI266220200309225433,2,,,,,,,,,,
771,SI266220200309225433,3,"(498,183)",12746,"(498,184)",12544,"(498,182)",11682,"(498,181)",10873,"(498,92)",10750
772,SI266220200309225433,4,"(441,387)",7874,"(440,387)",7692,"(278,372)",7320,"(440,388)",7093,"(441,388)",7050
773,SI266220200309225433,5,"(417,442)",9745,"(417,443)",9059,"(406,443)",8856,"(407,443)",8523,"(416,443)",8520
774,SI266220200309225433,6,"(166,416)",8083,"(166,415)",7892,"(165,416)",7872,"(439,467)",7855,"(165,415)",7824
775,SI266220200309225433,7,"(1,93)",14074,"(1,184)",12930,"(1,183)",12615,"(1,99)",11107,"(1,182)",10930
776,SI266220200309225433,8,"(498,314)",8122,"(498,313)",8017,"(498,315)",7381,"(449,335)",6930,"(498,355)",6917
777,SI266220200309225433,9,"(251,498)",10083,"(252,498)",9605,"(251,451)",9527,"(251,452)",9505,"(250,498)",9400
778,SI266220200309225433,10,"(251,1)",9981,"(252,1)",9376,"(250,1)",9130,"(340,36)",8961,"(339,36)",8869
779,SI266220200309225433,11,,,,,,,,,,
780,SI266220200309225433,12,"(1,314)",7080,"(1,313)",6500,"(1,315)",6481,"(1,355)",6453,"(1,354)",6213
781,SI266220200309225433,13,"(1,498)",6525,"(50,443)",6016,,,,,,
782,SI266220200309225433,14,"(1,1)",6812,"(150,1)",6167,,,,,,
783,SI266220200309225433,15,,,,,,,,,,
784,SI266220200309225433,0,,,,,,,,,,
785,SI266220200309225433,1,,,,,,,,,,
786,SI266220200309225433,2,"(498,163)",7078,"(498,162)",6834,"(498,251)",6434,"(498,164)",6395,"(498,252)",6241
787,SI266220200309225433,3,"(497,92)",12658,"(498,168)",12437,"(498,103)",12344,"(498,147)",12305,"(498,167)",12276
788,SI266220200309225433,4,"(436,301)",7444,"(437,299)",7389,"(436,302)",7375,"(436,300)",7279,"(436,299)",7268
789,SI266220200309225433,5,"(22,470)",8896,"(22,469)",8226,"(23,470)",7761,"(21,470)",7560,"(21,469)",7034
790,SI266220200309225433,6,"(273,379)",8356,"(272,379)",8116,"(274,379)",7932,"(434,379)",7586,"(272,380)",7574
791,SI266220200309225433,7,"(1,92)",16041,"(1,159)",13575,"(1,149)",13201,"(1,148)",13136,"(1,150)",13028
792,SI266220200309225433,8,"(498,313)",7109,"(498,314)",6736,,,,,,
793,SI266220200309225433,9,"(328,446)",9531,"(329,446)",9396,"(327,446)",9312,"(330,446)",9307,"(331,446)",9263
794,SI266220200309225433,10,"(335,1)",8393,"(336,1)",8120,"(334,1)",8046,"(251,36)",7817,"(337,1)",7792
795,SI266220200309225433,11,"(121,127)",7078,"(122,127)",6187,,,,,,
796,SI266220200309225433,12,"(1,314)",6251,"(1,313)",6104,"(239,298)",6047,"(239,299)",6018,,
797,SI266220200309225433,13,,,,,,,,,,
798,SI266220200309225433,14,,,,,,,,,,
799,SI266220200309225433,15,,,,,,,,,,
800,SI266220200309225433,0,,,,,,,,,,
801,SI266220200309225433,1,,,,,,,,,,
802,SI266220200309225433,2,,,,,,,,,,
803,SI266220200309225433,3,"(498,95)",9935,"(498,94)",9507,"(498,96)",9323,"(364,98)",8839,"(498,93)",8743
804,SI266220200309225433,4,,,,,,,,,,
805,SI266220200309225433,5,,,,,,,,,,
806,SI266220200309225433,6,,,,,,,,,,
807,SI266220200309225433,7,"(416,130)",11250,"(23,141)",10815,"(414,130)",10811,"(23,142)",10692,"(23,140)",10625
808,SI266220200309225433,8,"(498,314)",7042,"(133,317)",6877,"(132,316)",6787,"(132,317)",6689,"(133,316)",6687
809,SI266220200309225433,9,"(122,498)",9041,"(123,498)",9000,"(109,498)",8596,"(124,498)",8470,"(121,498)",8390
810,SI266220200309225433,10,"(123,1)",8695,"(122,1)",8576,"(124,1)",8256,"(109,1)",7870,"(110,1)",7824
811,SI266220200309225433,11,,,,,,,,,,
812,SI266220200309225433,12,"(1,315)",6859,"(1,316)",6588,"(1,314)",6579,"(1,317)",6064,,
813,SI266220200309225433,13,"(1,498)",6419,,,,,,,,
814,SI266220200309225433,14,,,,,,,,,,
815,SI266220200309225433,15,,,,,,,,,,
816,SI266220200309225433,0,,,,,,,,,,
817,SI266220200309225433,1,,,,,,,,,,
818,SI266220200309225433,2,,,,,,,,,,
819,SI266220200309225433,3,"(498,95)",13805,"(498,94)",13266,"(498,96)",12557,"(498,185)",12477,"(450,94)",11141
820,SI266220200309225433,4,"(434,385)",8019,"(435,385)",7952,"(433,385)",7906,"(270,369)",7853,"(434,386)",7830
821,SI266220200309225433,5,,,,,,,,,,
822,SI266220200309225433,6,"(273,450)",7866,"(273,449)",7796,"(274,450)",7762,"(274,449)",7582,"(272,450)",7493
823,SI266220200309225433,7,"(389,93)",13187,"(261,145)",12930,"(1,185)",12510,"(261,146)",11901,"(1,95)",11787
824,SI266220200309225433,8,"(498,354)",7738,"(498,355)",7417,"(498,353)",7349,"(498,315)",6816,"(498,314)",6749
825,SI266220200309225433,9,"(162,498)",10612,"(161,498)",10420,"(160,498)",10159,"(163,498)",10098,"(251,446)",9768
826,SI266220200309225433,10,"(136,1)",11574,"(137,1)",11401,"(138,1)",10964,"(135,1)",10928,"(139,1)",10537
827,SI266220200309225433,11,,,,,,,,,,
828,SI266220200309225433,12,"(235,386)",7685,"(1,354)",7615,"(57,370)",7594,"(56,370)",7587,"(236,386)",7494
829,SI266220200309225433,13,"(1,498)",7315,"(205,16)",6726,"(205,17)",6705,"(162,29)",6292,"(206,16)",6290
830,SI266220200309225433,14,"(1,1)",6989,,,,,,,,
831,SI266220200309225433,15,,,,,,,,,,
832,SI266220200309225433,0,,,,,,,,,,
833,SI266220200309225433,1,,,,,,,,,,
834,SI266220200309225433,2,"(498,164)",10889,"(498,163)",10713,"(498,165)",10631,"(498,162)",10135,"(498,166)",10114
835,SI266220200309225433,3,"(498,184)",17613,"(498,93)",16266,"(498,185)",15325,"(498,106)",14867,"(498,107)",14637
836,SI266220200309225433,4,"(353,385)",8156,"(354,386)",8063,"(353,384)",7976,"(354,385)",7935,"(352,385)",7911
837,SI266220200309225433,5,,,,,,,,,,
838,SI266220200309225433,6,"(37,163)",12319,"(36,162)",11593,"(34,163)",11463,"(38,163)",11273,"(35,162)",11262
839,SI266220200309225433,7,"(1,184)",17490,"(1,185)",15725,"(1,93)",15275,"(1,106)",15080,"(1,107)",14834
840,SI266220200309225433,8,"(498,355)",10794,"(498,354)",10032,"(498,356)",9702,"(497,355)",9279,"(498,353)",8862
841,SI266220200309225433,9,"(105,498)",11105,"(104,498)",11007,"(251,498)",10821,"(252,498)",10622,"(106,498)",10591
842,SI266220200309225433,10,"(105,1)",13186,"(106,1)",13178,"(107,1)",12694,"(104,1)",12681,"(108,1)",12242
843,SI266220200309225433,11,,,,,,,,,,
844,SI266220200309225433,12,"(233,295)",13733,"(234,295)",13595,"(233,296)",12088,"(234,296)",11994,"(233,294)",11868
845,SI266220200309225433,13,"(151,498)",7052,"(1,498)",7001,"(152,498)",6833,"(150,498)",6388,"(153,498)",6294
846,SI266220200309225433,14,"(1,1)",8145,"(1,2)",7637,"(151,1)",7196,"(152,1)",6987,"(1,3)",6767
847,SI266220200309225433,15,,,,,,,,,,
848,SI266220200309225433,0,,,,,,,,,,
849,SI266220200309225433,1,,,,,,,,,,
850,SI266220200309225433,2,"(498,163)",6148,"(498,162)",6069,,,,,,
851,SI266220200309225433,3,"(498,94)",13716,"(498,95)",12670,"(321,109)",12611,"(498,93)",12194,"(345,101)",11776
852,SI266220200309225433,4,"(352,299)",6359,"(352,298)",6351,"(351,299)",6214,"(351,298)",6161,"(351,305)",6075
853,SI266220200309225433,5,,,,,,,,,,
854,SI266220200309225433,6,"(166,415)",8379,"(166,414)",8243,"(165,414)",8033,"(167,415)",7900,"(165,415)",7870
855,SI266220200309225433,7,"(1,94)",14389,"(1,95)",13267,"(1,93)",12889,"(1,96)",11898,"(0,94)",11532
856,SI266220200309225433,8,"(498,315)",10020,"(498,314)",9831,"(498,316)",9727,"(498,317)",9293,"(498,318)",8985
857,SI266220200309225433,9,"(251,498)",12831,"(250,498)",12684,"(252,498)",11009,"(250,497)",10905,"(251,497)",10754
858,SI266220200309225433,10,"(104,1)",11082,"(105,1)",10915,"(251,1)",10828,"(250,1)",10674,"(106,1)",10254
859,SI266220200309225433,11,,,,,,,,,,
860,SI266220200309225433,12,"(1,314)",9773,"(1,315)",9447,"(1,313)",8727,"(1,316)",8606,"(1,317)",7906
861,SI266220200309225433,13,"(1,498)",7502,"(1,464)",6305,"(1,463)",6135,"(2,498)",6091,"(1,497)",6005
862,SI266220200309225433,14,"(1,1)",8022,"(1,2)",7189,"(2,1)",6491,"(1,3)",6092,"(0,1)",6051
